Genes,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
Ccl6,3.761200116,3.931825633,3.784189634,3.218875825,3.401197382,3.610917913,4.644390899,1.945910149,4.043051268,4.94875989,2.772588722,0.631632681,4.983606622,6.154858094,6.29156914,6.779921907,4.605170186,1.791759469,1.791759469,3.555348061,2.079441542,2.079441542,3.401197382,1.609437912
Gm44175,1.945910149,0.693147181,0,0,2.48490665,0.693147181,0.693147181,0,1.945910149,0,0.693147181,0,7.965198291,7.818027939,8.23164218,7.667158255,7.656337166,8.267962305,8.047829357,7.748028524,8.095903533,8.025843344,7.689828669,7.736307097
Fut4,0,0.693147181,0,0,0,0,0,3.135494216,3.044522438,0,0,0,3.401197382,3.044522438,4.779123493,0.693147181,1.098612289,0,0,0,0,0,0.693147181,1.098612289
Igkv6-15,8.095293777,7.408530567,7.551712215,7.628517627,7.78113851,7.619233416,7.242797923,6.97354302,7.418180823,7.839525582,7.54802897,7.325041876,0,0,3.258096538,0.693147181,0,0,0,0,0,0.693147181,0,0
Tgfbi,4.934473933,4.852030264,2.833213344,4.094344562,5.111987788,5.278114659,2.944438979,4.110873864,4.060443011,4.852030264,4.736198448,3.133783125,5.170483995,7.436027816,6.413458957,6.49677499,4.859812404,1.791759469,2.48490665,2.708050201,1.098612289,2.302585093,1.791759469,2.564949357
Lpl,0.693147181,0.693147181,0.693147181,0,3.295836866,1.098612289,3.36729583,0,1.098612289,0,1.609437912,0.323052344,2.48490665,3.784189634,2.302585093,0.693147181,1.386294361,1.098612289,1.098612289,0,1.098612289,0,0.693147181,0
Chil3,3.36729583,5.66296048,2.833213344,4.564348191,4.127134385,5.272999559,4.454347296,4.795790546,2.63905733,6.018593214,3.988984047,1.105034742,5.159055299,7.422971251,6.102558595,7.296413269,4.96284463,3.258096538,2.772588722,2.890371758,2.302585093,2.995732274,1.609437912,1.791759469
Itk,4.304065093,3.433987204,1.098612289,4.9698133,0,4.477336814,3.465735903,3.465735903,3.433987204,4.077537444,3.401197382,1.295370149,9.980448594,9.915119637,10.22328583,9.7433188,10.00577335,10.26461756,10.06428751,9.813836331,9.921965774,9.575538887,9.382695764,9.314339962
Ccl9,3.891820298,3.17805383,2.995732274,4.382026635,4.143134726,4.382026635,2.302585093,3.401197382,0.693147181,4.882801923,3.465735903,1.156625132,3.850147602,5.886104031,5.420534999,5.780743516,3.931825633,1.098612289,2.302585093,0.693147181,1.609437912,2.708050201,1.945910149,1.609437912
Abcd2,1.791759469,3.526360525,0,3.583518938,1.791759469,0,0,0.693147181,2.197224577,4.060443011,0.693147181,2.878918087,1.791759469,5.313205979,2.63905733,3.433987204,2.197224577,5.375278408,1.098612289,3.988984047,0.693147181,1.386294361,1.098612289,2.564949357
Gad1-ps,0,2.833213344,0,0,0,0,1.386294361,0,0.693147181,0,1.609437912,0,0,2.197224577,0.693147181,3.135494216,0.693147181,0,0,0,1.609437912,0,0,0
Pou2af1,9.855924136,9.499945594,9.125326998,9.967494683,9.896966336,9.67771555,9.165761329,9.207536445,9.498971993,9.763995574,9.512073268,2.498077194,4.736198448,6.091309882,5.707110265,5.96100534,5.257495372,6.408528791,4.934473933,6.021023349,5.402677382,5.513428746,4.65396035,4.276666119
Tnfaip2,3.044522438,3.713572067,1.098612289,0.693147181,2.772588722,1.386294361,4.343805422,2.63905733,0.693147181,3.218875825,1.791759469,1.565071753,3.63758616,4.317488114,5.023880521,4.204692619,3.988984047,1.386294361,2.944438979,1.098612289,0.693147181,0,1.098612289,0
Cd300lg,0,1.386294361,0,0,0.693147181,0.693147181,0,0,0,3.36729583,0,0,3.218875825,0,3.218875825,0,0,0,0.693147181,0.693147181,0,0,0,0
Lilrb4,0.693147181,1.386294361,0,1.098612289,2.197224577,1.791759469,0,1.945910149,1.098612289,3.988984047,0,0,4.356708827,5.236441963,4.976733742,1.791759469,4.17438727,1.098612289,2.48490665,3.36729583,4.418840608,4.890349128,0.693147181,0
Ifitm2,1.386294361,1.098612289,0.693147181,2.944438979,1.098612289,3.912023005,2.197224577,3.044522438,1.098612289,2.48490665,1.098612289,0.674405341,2.397895273,4.219507705,4.33073334,3.871201011,1.098612289,2.302585093,0,0.693147181,1.098612289,2.48490665,0.693147181,0.693147181
Mzb1,8.084562415,7.825245291,8.153637486,8.320934969,8.309184528,7.958576904,7.749753406,7.594884387,7.881182202,8.029432841,7.770645234,2.644161487,0,1.386294361,0.693147181,0,0.693147181,1.098612289,0.693147181,0.693147181,0.693147181,0,1.098612289,0
Emilin2,3.828641396,4.382026635,2.302585093,4.290459441,4.077537444,4.553876892,3.36729583,3.931825633,4.574710979,4.983606622,2.708050201,0.889829697,5.384495063,6.869014451,6.708084084,6.458338283,5.257495372,4.060443011,4.204692619,2.397895273,2.772588722,3.401197382,1.609437912,2.772588722
Pparg,0.693147181,0,0,0,0,1.098612289,0,0.693147181,0,1.098612289,0,0.122129924,2.944438979,3.258096538,0,0,0,0,0,0,0,0,0,0
Gm42870,8.563695025,8.098034756,7.185387016,8.65608519,8.416267273,8.097121931,8.017966703,7.779885115,7.903226809,7.546974118,7.726653665,3.733189463,3.258096538,0.693147181,1.098612289,0.693147181,0,0,0.693147181,0,0.693147181,0,0,0
Rnd3,1.386294361,3.761200116,0.693147181,0.693147181,4.844187086,3.80666249,0.693147181,2.302585093,0.693147181,3.465735903,3.433987204,0,2.772588722,5.159055299,3.433987204,1.098612289,1.945910149,0,0,0,0.693147181,1.609437912,0,0
Igkv10-96,7.642044403,7.370230642,7.60190196,8.009030685,7.623153068,7.500529485,7.151485464,6.809039306,7.470793774,7.142827401,7.365180126,5.776567169,0,0,0,0,0.693147181,0.693147181,0,0,0.693147181,1.609437912,0,0
Flt1,3.33220451,0.693147181,4.49980967,1.791759469,2.397895273,0.693147181,1.386294361,0,0.693147181,3.33220451,0,0,3.258096538,3.850147602,3.891820298,3.761200116,0,0.693147181,0.693147181,2.63905733,2.833213344,0,2.995732274,2.890371758
Sirpa,5.645446898,5.590986981,5.030437921,5.765191103,5.313205979,5.099866428,5.099866428,4.787491743,5.214935758,6.133398043,5.342334252,4.624977004,5.609471795,6.410174882,6.395261598,5.669880923,5.609471795,2.079441542,1.609437912,1.945910149,1.386294361,1.386294361,2.079441542,2.772588722
Fn1,5.327876169,6.03068526,4.17438727,6.109247583,5.786897381,6.240275845,6.208590026,5.877735782,5.429345629,6.994849986,5.755742214,4.725155003,7.050989447,8.433159196,7.192182059,8.091933456,6.154858094,3.688879454,4.127134385,4.382026635,4.584967479,3.761200116,3.465735903,2.564949357
Il9r,7.316548177,7.465082736,6.646390515,7.973155433,7.565275282,7.531016332,6.421622268,7.501634458,7.691200098,7.679251426,6.950814768,1.924608884,3.295836866,5.017279837,6.280395839,4.787491743,5.402677382,5.96100534,5.379897354,5.710427017,4.983606622,5.463831805,4.418840608,5.556828062
Slamf8,0,0.693147181,0,0,0,0,0,0,1.945910149,0,0,0,2.302585093,0,3.496507561,1.791759469,4.454347296,0.693147181,0.693147181,0,0,0,0,0
Lef1,6.107022888,5.765191103,5.105945474,6.222576268,6.249975242,5.846438775,5.762051383,5.463831805,5.888877958,5.468060141,5.552959585,4.418865925,10.10610181,10.26965728,10.3843693,10.41664047,10.28404502,10.65810606,10.52409092,10.14576684,10.19241884,9.730680588,9.557399229,9.481893062
Plcb1,0,1.609437912,0,0,0,0,0,3.295836866,0.693147181,1.098612289,3.36729583,0.205556807,2.995732274,4.442651256,3.80666249,2.995732274,0,0.693147181,0,1.098612289,1.098612289,0.693147181,0,0
Cd177,1.098612289,3.465735903,1.098612289,3.784189634,2.63905733,1.386294361,0,3.970291914,2.48490665,0.693147181,1.609437912,1.261901976,2.772588722,5.043425117,4.86753445,5.017279837,3.091042453,1.098612289,2.302585093,2.564949357,3.737669618,0,0.693147181,0.693147181
Alox5,0,2.397895273,1.098612289,3.610917913,0.693147181,0.693147181,3.433987204,0.693147181,3.218875825,1.609437912,0.693147181,0.829596685,0.693147181,3.761200116,4.65396035,4.48863637,2.302585093,0,0.693147181,0,0.693147181,0,0,0.693147181
Fzd7,0,2.079441542,0.693147181,3.091042453,0,0.693147181,0,0.693147181,2.564949357,3.433987204,0.693147181,3.427549401,2.708050201,0.693147181,4.143134726,0.693147181,2.564949357,0,0,0.693147181,0,0.693147181,0,0
Rasgrp3,8.782629655,8.507748733,8.120588712,8.940367233,8.880585523,8.699514748,8.29504914,8.24617156,8.455104999,8.57035474,8.304494898,3.773451373,0,0,0,0,0,1.386294361,2.397895273,0,2.63905733,0,0,2.63905733
Adgre1,5.796057751,4.574710979,5.164785974,4.465908119,4.912654886,4.204692619,4.48863637,3.36729583,4.262679877,3.951243719,4.905274778,0.937832553,4.043051268,4.990432587,4.836281907,3.663561646,3.044522438,0,0,0,0,0.693147181,1.386294361,0.693147181
Fam20c,0,0.693147181,0.693147181,2.397895273,0,0,0,0,0,2.833213344,2.944438979,0,0,4.304065093,0,4.234106505,0,0,0,0.693147181,0,0.693147181,0,0
Hgf,1.609437912,0,0,0,0,0,0,0,0.693147181,0,0,2.131228769,0.693147181,1.945910149,3.36729583,0.693147181,3.555348061,0,0,0,0,0,0.693147181,0.693147181
Hp,3.17805383,4.143134726,1.098612289,4.234106505,4.532599493,4.077537444,1.098612289,3.737669618,2.564949357,4.49980967,2.302585093,2.371100725,4.094344562,6.612041035,5.288267031,5.916202063,4.882801923,2.302585093,2.564949357,3.526360525,3.135494216,2.397895273,0,2.48490665
Igkv1-117,8.089482474,7.434847875,7.740664402,8.042699497,8.142354277,7.785720897,7.295056416,7.265429723,7.763446389,7.785305183,7.733683571,0.536014999,0,0,0,0.693147181,0,1.098612289,0.693147181,0,0,0,0,0
Spib,9.77075584,9.223256597,9.290259995,9.806976652,10.12767056,9.557752549,9.53719508,9.088511664,9.680344001,9.715047315,9.757131416,9.251646238,0,2.079441542,3.465735903,1.386294361,1.098612289,3.688879454,0,1.609437912,2.302585093,2.48490665,1.098612289,0.693147181
Igkv6-23,7.755338813,7.210079628,7.454141078,7.586296307,7.983781069,7.433075349,7.341483852,6.782192056,7.33823815,7.603897969,7.132497552,2.449833738,0,0,0,0,0.693147181,0,0,0,0,0,0,0
Cd55,10.29866661,9.938999474,9.912397739,10.35229947,10.0656064,9.864850669,9.723523215,9.311451873,9.643680017,9.567525186,9.555984702,6.256136558,8.259458195,8.393668705,8.403576465,8.203577737,8.064007347,8.228977643,8.29404964,7.823245691,8.253227646,8.099857911,7.616775809,7.916807491
C5ar1,2.197224577,2.833213344,0,0,0,0,0,0,0,0,0,1.696675979,1.945910149,2.302585093,2.302585093,0,0.693147181,0,0,0,0,0,0,0
Csf1r,4.442651256,5.164785974,3.951243719,3.80666249,5.247024072,4.077537444,4.804021045,5.030437921,5.135798437,5.65248918,4.189654742,1.640067395,6.226536669,7.116394144,6.850126166,6.632001777,6.073044534,3.988984047,4.672828834,4.564348191,4.219507705,3.784189634,3.850147602,3.912023005
Gm5150,0,0,0,0.693147181,0,0,0,0.693147181,0,0,0,0,2.944438979,3.555348061,3.713572067,3.044522438,4.234106505,0,0,0,0,0,0,0
Pxdc1,7.978653729,7.570443252,7.289610521,7.869019376,8.206310726,7.77569575,7.82284529,7.683403681,7.929126487,7.759614151,7.881559917,1.197996569,1.098612289,0.693147181,0,4.442651256,2.708050201,1.945910149,0,0,0,0.693147181,2.708050201,3.63758616
Met,0,1.609437912,0,0,0,0.693147181,0,0,0,0,0,0.602078418,4.060443011,0,0,0,2.890371758,0,0,0,0,0,0,0.693147181
Trem3,0,0,0,2.944438979,3.401197382,0,0,0.693147181,0,0,0,0,0,0,0.693147181,1.098612289,1.609437912,0,0,0,0,0.693147181,0,0.693147181
Scnn1a,1.098612289,0,0.693147181,0.693147181,1.386294361,0.693147181,0,0.693147181,0,2.708050201,0.693147181,0.505056912,2.63905733,4.787491743,3.555348061,0.693147181,2.397895273,0,1.609437912,0,0,0.693147181,0,2.397895273
Dapl1,0,0,0,0,0,0,0,0,0.693147181,0,0,1.03931315,7.495541944,7.553286606,7.852827812,7.687080156,7.888709524,7.960323629,7.815207062,7.498315871,7.333676396,6.677083461,6.858565035,6.519147288
Plekhg1,0.693147181,1.945910149,4.905274778,0,3.850147602,1.945910149,0,0,2.833213344,4.219507705,0.693147181,0.571035252,4.304065093,4.025351691,2.397895273,3.218875825,3.091042453,4.007333185,1.098612289,1.386294361,0.693147181,0,0.693147181,0.693147181
Cd33,0,2.302585093,0,0.693147181,0,2.708050201,0.693147181,2.197224577,0,0.693147181,0,0.833345424,0.693147181,4.543294782,4.043051268,2.48490665,0,0,0,0.693147181,0,0,0,3.258096538
Scd1,10.53246948,10.02353469,10.09571819,10.68873522,10.8471405,10.35634502,10.42546081,10.02260303,10.50268113,10.40128873,10.37170834,9.26461511,3.737669618,3.988984047,2.995732274,3.295836866,4.189654742,3.218875825,1.098612289,2.079441542,3.465735903,3.044522438,2.63905733,2.890371758
Dram1,2.890371758,0,2.397895273,0,2.397895273,2.772588722,0,0,1.386294361,0,0.693147181,0.672697341,3.433987204,4.672828834,0,2.833213344,0.693147181,0,1.609437912,0.693147181,0,1.098612289,0.693147181,1.098612289
Clec4a2,2.397895273,0.693147181,0,0,0,2.197224577,0,0,0,0.693147181,0.693147181,0.938288199,2.708050201,3.433987204,4.317488114,0,0.693147181,0.693147181,0,0,0,0,0,0
Igfbp4,2.197224577,3.688879454,0,4.077537444,1.386294361,1.098612289,1.386294361,3.80666249,1.945910149,1.098612289,1.945910149,0.086046868,9.849084164,10.62330101,10.18885445,10.45195572,9.971052739,10.56449886,10.09083811,10.00545733,9.788581624,9.530538036,9.249945627,9.432443382
Lcn2,0,0,0,1.791759469,0,2.708050201,0,3.135494216,0,3.401197382,1.386294361,0,0,4.465908119,0,0.693147181,0,0,0,0,0,0,0,0
Iglv1,7.861727078,7.134890852,7.327780538,7.780720886,7.899524472,7.28276118,6.955592608,6.761572769,7.221835825,7.463363046,7.360739903,1.994654921,0,0,0.693147181,0,0.693147181,0,0,0.693147181,0,0,0,0.693147181
Iglv3,7.815207062,7.754052639,7.537430037,7.995980475,7.93522954,7.717796211,7.424761762,7.207118856,7.627057417,7.250635512,7.470224136,0.37933934,0,0,0.693147181,0,0,0,0,0,0,0,0,0
Lyz2,7.181591945,7.61529834,6.782192056,7.213768308,6.613384218,6.930494766,6.938284484,7.113142109,6.559615237,7.93522954,6.658011046,3.875216624,8.232174236,9.498897062,8.961494323,9.28247497,7.622663951,5.303304908,5.356586275,4.770684624,5.278114659,5.379897354,4.820281566,4.584967479
Igkv19-93,7.898782357,7.074963198,7.658227526,7.763021309,7.661056382,7.340835554,7.220373837,6.84694314,7.032624261,7.485491608,7.387090236,0.760889655,0,0.693147181,0,0,0,0,0,0,0,0,0,0
Gata3,0,1.791759469,0,0.693147181,3.891820298,3.135494216,0.693147181,3.401197382,2.708050201,0,0,0.262847384,7.756195344,7.807510042,7.966586698,7.677863501,7.87359779,7.768956045,8.034306936,7.917900586,7.844632644,7.730614066,7.475339237,7.652070746
Bmx,0,0.693147181,0,3.80666249,3.496507561,1.945910149,0,0,0,1.386294361,0,0,2.397895273,3.33220451,2.564949357,3.63758616,0,4.672828834,0,3.496507561,0,0.693147181,0,0.693147181
Havcr2,1.098612289,2.708050201,0.693147181,1.098612289,0,0,1.098612289,0,0,0,1.098612289,0.495326553,3.465735903,5.036952602,0,4.430816799,3.218875825,2.708050201,1.386294361,5.484796933,2.197224577,5.673323267,4.356708827,4.127134385
Igkv12-46,7.488852956,7.126890809,7.090909822,7.488293515,7.652545693,7.383989458,7.251344983,6.658011046,7.17472431,7.299797367,7.122059882,3.668168266,1.609437912,0,1.386294361,0,0,0,0,0,0,0,0,3.465735903
Trbv3,0,2.708050201,0,0,0,0,0,0,0,0,0,0.094506641,7.380879036,7.255591274,7.894318064,7.607381426,7.626082758,7.887584032,7.531016332,7.02464903,6.946975992,6.859614904,6.865891075,6.715383386
Ltf,0.693147181,0,0.693147181,2.944438979,0,0,2.708050201,3.688879454,0,4.442651256,0,0.198798558,2.48490665,0.693147181,0,1.098612289,0,0,0,0,0.693147181,0,0,0
Dnah12,1.609437912,1.386294361,0,1.098612289,3.931825633,0.693147181,1.386294361,0,1.098612289,0,0,0.867806879,3.295836866,5.288267031,2.708050201,0,2.833213344,4.553876892,0.693147181,3.850147602,1.945910149,0,2.197224577,3.401197382
Fzd4,0.693147181,2.197224577,0,0,0,0,0,3.761200116,0,0,0,1.252476527,1.386294361,2.995732274,1.609437912,0,3.912023005,0,0,0,0,0,0,0
Lilr4b,0.693147181,0,0,0,0,1.386294361,0,0,0,0.693147181,0,0.622621782,0.693147181,4.430816799,5.351858133,4.204692619,0.693147181,1.098612289,2.708050201,4.143134726,3.36729583,4.753590191,3.17805383,2.772588722
Ighv1-26,7.570958583,6.952728645,7.007600614,7.403061091,7.512617545,7.172424577,7.207859871,7.007600614,7.307872781,7.224753406,7.427738841,4.891329335,0,0,0.693147181,0,0,0,0.693147181,0.693147181,0,0,0,0
Lilra5,1.386294361,3.218875825,0,0.693147181,0,0,0,0,0,0,0,1.729538354,3.044522438,0,5.141663557,0,3.465735903,0,0,0,0,0,0.693147181,0
Sgms2,0,0.693147181,0,0,0,1.945910149,0,0.693147181,0,1.791759469,0,0,1.609437912,3.36729583,1.945910149,0,2.564949357,0,0,3.496507561,1.386294361,3.044522438,0,2.995732274
H2-Eb2,8.146419323,7.890956716,7.579167967,8.824677891,8.117610746,7.951559331,7.977968093,7.917171989,8.055792451,8.1285852,7.905072849,2.181940027,1.098612289,0,0,0,1.945910149,0.693147181,4.682131227,0,1.609437912,0,2.197224577,0
Rab44,0,0,0,1.098612289,0,0,0,0,0,0,2.833213344,2.332355222,2.708050201,3.526360525,4.8978398,0.693147181,0,0,0.693147181,0,3.761200116,0,0,0
Cxcr5,9.906582757,9.42262518,9.370501524,9.945924243,9.96170929,9.724360887,9.618867454,9.341631758,9.667512022,9.768812649,9.695478889,3.685235165,6.107022888,6.555356892,6.633318433,6.450470422,6.687108608,7.279318835,6.91968385,6.950814768,6.897704943,6.628041376,6.656726524,6.59441346
Apol7e,0,1.098612289,2.890371758,1.945910149,4.110873864,0,3.36729583,0.693147181,1.609437912,0,1.791759469,0.025436909,8.19836439,8.203030242,8.371010681,8.047829357,8.249052274,8.463159303,8.312135108,7.943782692,8.015327309,7.914617709,7.752335163,7.491645474
Atf3,1.386294361,0.693147181,0.693147181,0,0,2.48490665,1.945910149,0,0.693147181,0.693147181,0,0,2.944438979,3.912023005,0,2.708050201,2.48490665,0,0.693147181,0,3.044522438,1.098612289,0,2.564949357
Ifitm3,2.48490665,4.718498871,1.609437912,2.890371758,4.043051268,3.433987204,4.418840608,4.219507705,3.713572067,4.787491743,3.828641396,2.306731196,4.33073334,5.288267031,5.411646052,6.025865974,3.80666249,2.63905733,2.397895273,3.583518938,1.609437912,4.262679877,0,2.079441542
Tox,0,1.945910149,0,0,0,0,0,3.610917913,1.609437912,0.693147181,0,1.349038664,7.299121463,7.221105098,7.628517627,7.164720379,7.527255919,7.928406026,7.762170607,7.471932078,7.445417557,7.333023014,7.260522598,7.025538315
Dgkg,2.302585093,2.197224577,1.945910149,2.197224577,1.609437912,0,3.850147602,0.693147181,0,1.098612289,1.945910149,0,3.044522438,4.317488114,4.317488114,1.386294361,2.708050201,0,2.397895273,1.791759469,0.693147181,3.610917913,4.007333185,1.945910149
Sort1,4.644390899,3.931825633,4.59511985,4.510859507,2.708050201,3.970291914,3.784189634,0.693147181,2.833213344,3.496507561,3.555348061,4.42387463,4.430816799,4.983606622,5.837730447,4.709530201,3.970291914,1.098612289,0,3.135494216,2.48490665,3.135494216,3.891820298,0
Rab7b,1.098612289,0,1.945910149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,3.135494216,0
Mfsd7a,0.693147181,0,0.693147181,0,0.693147181,0,0,0,0,1.386294361,0,0,0,4.276666119,0,4.65396035,0,0,0.693147181,0,0,0,0,0
Mcemp1,2.302585093,2.397895273,0,3.610917913,0.693147181,0.693147181,4.290459441,2.944438979,3.295836866,3.465735903,3.091042453,1.082926117,2.079441542,4.077537444,4.753590191,0.693147181,2.48490665,0,2.995732274,0,0.693147181,0,0.693147181,0
Fam217b,0,0,0,0,0,1.609437912,0,0,2.833213344,0,0,0,3.555348061,2.564949357,3.295836866,0.693147181,0,0,0,0,0,0.693147181,0,0.693147181
Blnk,9.175334763,8.958154135,8.357259153,9.31784858,9.328123408,9.035629778,8.719153963,8.608130186,9.012499004,9.005895898,9.044757931,3.041599655,3.091042453,1.098612289,0,1.098612289,0.693147181,0.693147181,2.079441542,1.609437912,3.218875825,2.63905733,2.079441542,2.48490665
